title,detail_title,job_url,company,company_name_full,company_url,company_url_from_job,salary_list,detail_salary,address_list,detail_location,exp_list,detail_experience,deadline,tags,working_addresses,working_times,desc_mota,desc_yeucau,desc_quyenloi,company_website,company_size,company_industry,company_address,company_description
Chuyên Viên Phân Tích Dữ Liệu (Data Analyst),Chuyên Viên Phân Tích Dữ Liệu ( Data Analyst ),https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-du-lieu-data-analyst/948277.html?ta_source=JobSearchList_LinkDetail&u_sr_id=P6Zi3k1on4la7LzJKAoJIqJnvqVSOffbE5DvZFFq_1757087864,CÔNG TY TNHH CÁC GIẢI PHÁP SOFTEL,CÔNG TY TNHH CÁC GIẢI PHÁP SOFTEL,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cac-giai-phap-softel/87554.html,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cac-giai-phap-softel/87554.html,20 - 39 triệu,20 - 39 triệu,Hà Nội,Hà Nội,3 năm,3 năm,01/11/2025,Chuyên môn Data Analyst; Nghỉ thứ 7,"- Hà Nội: Toà nhà Geleximco - 36 P. Hoàng Cầu, Ô Chợ Dừa, Đống Đa",Thứ 2 - Thứ 6 (từ 09:00 đến 18:00),"We are looking for a Data Analyst (DA) as a gatekeeper for an organization’s data so stakeholders can understand data and use it to make strategic business decisions. You will take responsibility for managing our master data set, developing reports, and troubleshooting data issues. To do well in this role you need an excellent eye for detail, experience as a data analyst, and a deep understanding of popular data analysis tools and databases. Collaborate with business stakeholders to understand business challenges, and define the optimal analytical approach. Communicating findings and recommendations and collaborating with other partners. Work with a variety of data sources - extracting knowledge and actionable information from massive datasets. Analyze broad data sets and provide actionable insights to solve critical business problems. Gather requirements from different business units and translate that into actionable insights. Ability to build and maintain automated analytics dashboards, metric reports, and data visualizations. Communicate and present technical information with non-technical team members and stakeholders. Strong ability to troubleshoot and resolve data issues. Support the business with ad hoc reporting. Collaborate with engineering and product development teams. Provide technical sharing/training to team members.","Bachelor/Master/Ph.D’s degree in a related field (data analytics, statistics, mathematics, computer science). Based in Hanoi. We do not require you to communicate well in English, we just need good English reading and writing skills. Proficient with PHP/Python, or other programming languages. At least 3 years of experience in data analysis. Excellent analytical and organizational skills. Problem-solving orientation. Demonstrated ability to apply modern data exploration and visualization techniques to deliver actionable insights. A can-do teammate who is willing to roll up their sleeves and do whatever is needed to deliver quality analysis. That means at times you will wear different hats and be a problem digger, data analyzer, auditor, report maker, and chief communicator of solutions. Experience with key BI tools such as PowerBI or Tableau is a plus. Knowledge of regression, decision trees, clustering and other basic modeling techniques is an asset. Have the experience to build and optimize the performance of Data Warehouse on AWS Cloud and Data Models (ER, Dimension model and Data Vaults) for Data Analytics Proficiency in SQL","Starting Salary: 20M-39M/month. Convenient work schedule: 5 days a week, 8 hours a day (9:00 AM 6:00 PM from Monday to Friday). Probation period: 2 months and you will receive 100% of your official salary during your probation. 12 days of annual leave and 11 paid public holidays. Paid insurance according to regulations (Social insurance, health insurance, unemployment insurance). Exciting company culture & activities such as Happy Hours, Birthday Celebrations, Year-end Party, and more. Comprehensive benefits include time off for weddings, funerals, childbirth, International Women's Day, etc. Annual salary reviews and bonuses based on performance. Career Growth Opportunities: Career Prospect : Opportunities to transfer to another position or department depending on your prospective capabilities. Rotation Opportunities to US Headquarters : Top performers can rotate to our US headquarters for valuable experience and exposure.",,"Hanoi Grade-A Office (IT, Marketing, Back Office Department): 36 P. Hoang Cau, Cho Dua, Dong Da, Ha Noi. Review and CSR Office: 2nd Floor, HTP Building, 434 Tran Khat Chan, Hai Ba Trung, Hanoi. Xem thêm Thu gọn Tuyển dụng Tất cả tỉnh/thành phố Hà Nội Hồ Chí Minh Bình Dương Bắc Ninh Đồng Nai Hưng Yên Hải Dương Đà Nẵng Hải Phòng An Giang Bà Rịa-Vũng Tàu Bắc Giang Bắc Kạn Bạc Liêu Bến Tre Bình Định Bình Phước Bình Thuận Cà Mau Cần Thơ Cao Bằng Cửu Long Đắk Lắk Đắc Nông Điện Biên Đồng Tháp Gia Lai Hà Giang Hà Nam Hà Tĩnh Hậu Giang Hoà Bình Khánh Hoà Kiên Giang Kon Tum Lai Châu Lâm Đồng Lạng Sơn Lào Cai Long An Miền Bắc Miền Nam Miền Trung Nam Định Nghệ An Ninh Bình Ninh Thuận Phú Thọ Phú Yên Quảng Bình Quảng Nam Quảng Ngãi Quảng Ninh Quảng Trị Sóc Trăng Sơn La Tây Ninh Thái Bình Thái Nguyên Thanh Hoá Thừa Thiên Huế Tiền Giang Toàn Quốc Trà Vinh Tuyên Quang Vĩnh Long Vĩnh Phúc Yên Bái Nước Ngoài Đức Nhật Bản Tìm kiếm 1 /12 trang Xem tất cả việc làm với từ khóa “ ” Thương hiệu lớn tiêu biểu cùng lĩnh vực Pro Company Những thương hiệu tuyển dụng đã khẳng định được vị thế trên thị trường. Công ty Cổ phần MISA IT - Phần mềm CÔNG TY CỔ PHẦN MÁY TÍNH VĨNH XUÂN IT - Phần mềm Công ty cổ phần Hạ tầng Viễn thông CMC Telecom Viễn thông Công ty Cổ phần Viễn thông - Tin học Bưu điện Viễn thông Tập đoàn FPT IT - Phần mềm Công ty Cổ phần Bán lẻ Kỹ thuật số FPT Bán lẻ - Hàng tiêu dùng - FMCG Chi nhánh Công trình Viettel Thái Nguyên- Tổng công ty Cổ phần công trình Viettel Xây dựng Trung tâm Dịch vụ số MobiFone - Chi nhánh Tổng Công ty Viễn Thông Mobifone IT - Phần mềm Tổng Công ty Cổ phần Công trình Viettel Xây dựng TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI Viễn thông Tìm hiểu thêm về TopCV Pro Việc làm “ ” từ các công ty tương tự Thông tin liên hệ Địa chỉ công ty Tầng 7, tòa nhà Geleximco, 36 phố Hoàng Cầu, Đống Đa, Hà Nội Xem bản đồ Chia sẻ công ty tới bạn bè Sao chép đường dẫn Chia sẻ qua mạng xã hội",,,
Trưởng Nhóm Phân Tích Dữ Liệu - Ngành Tài Chính,Trưởng Nhóm Phân Tích Dữ Liệu - Ngành Tài Chính,https://www.topcv.vn/viec-lam/truong-nhom-phan-tich-du-lieu-nganh-tai-chinh/1631299.html?ta_source=JobSearchList_LinkDetail&u_sr_id=P6Zi3k1on4la7LzJKAoJIqJnvqVSOffbE5DvZFFq_1757087864,GALAXY DEBT TRADING COMPANY LIMITED,GALAXY DEBT TRADING COMPANY LIMITED,https://www.topcv.vn/cong-ty/galaxy-debt-trading-company-limited/177839.html,https://www.topcv.vn/cong-ty/galaxy-debt-trading-company-limited/177839.html,Thoả thuận,Thoả thuận,Hồ Chí Minh,Hồ Chí Minh,1 năm,1 năm,04/10/2025,Chuyên môn Data Analyst; Ngân hàng; Tài chính; Tuổi 25 - 35,"- Hồ Chí Minh: 20 Cộng Hòa, phường 12, Tân Bình","Thứ 2 - Thứ 6 (từ 09:00 đến 18:00); Thời gian làm việc: 9h - 18h (Thứ 2 - Thứ 6, Nghỉ Thứ 7, CN)","Quản lý hệ thống cơ sở dữ liệu – DWH phục vụ công tác phân tích, lập báo cáo hiệu quả hoạt động, nghiệp vụ theo phân công chỉ định. Tổ chức, phân tích dữ liệu liên quan đến số lượng nhân sự, phân nhóm nghiệp vụ, kết quả số thu performance, productivity hàng tháng, quý, so với benchmark. Tham gia phát triển dự án nhằm tiến hành lập báo cáo dashboard trực quan, phù hợp thực tiễn, & trọng tâm nhằm định hướng hiệu quả dự án theo từng giai đoạn. Tổng hợp, báo cáo, phân tích đánh giá, kết quả làm việc nhân viên, nhóm, bộ phận, Vùng hàng tháng. Xây dựng auto report/dashboard/funnel phù hợp chiến lược kinh doanh Khối Kinh doanh, & Công ty theo từng thời kỳ. Phân tích, đánh giá xây dựng mô hình dự thu, hiệu quả kinh doanh theo từng thời kỳ, nhóm nhân viên, dựa trên benchmark. Cải thiện hệ thống báo cáo, report, funnel để có đủ công cụ đo lường, kiểm soát chất lượng & hiệu quả hoạt động của nhân viên nghiệp vụ. Tham vấn trong quá trình xây dựng chính sách thưởng, contest, và thực hiện tính toán kết quả làm cơ sở phê duyệt thanh toán, chi trả theo qui định. Đảm bảo tính bảo mật dữ liệu thông tin, kết quả báo cáo theo qui định tuân thủ của Công ty trong từng thời kỳ. Xây dựng, hướng dẫn, chỉ đạo thực hiện, đánh giá kết quả công việc của nhân viên trong nhóm.","Tốt nghiệp Đại học chuyên ngành Khoa học dữ liệu, Thống kê, Toán ứng dụng, CNTT hoặc các ngành liên quan. Có từ 1 năm kinh nghiệm Quản lý Team trong lĩnh vực Phân tích dữ liệu, Ngân hàng - Tài chính hoặc các vị trí liên quan. Thành thạo SQL (PostgreSQL, Oracle hoặc tương tự) Python: tự động hóa công việc, xây dựng mô hình dự báo, xử lý dữ liệu,... Ms Office: Thiết kế báo cáo, trực quan hóa dữ liệu Slide thuyết trình","Mức lương: Thỏa Thuận theo năng lực. Thời gian làm việc: Thứ 2 - Thứ 6 (9h - 18h). Địa điểm làm việc: Tại Hội Sở GalaxyDT - 20 Cộng Hòa (Cộng Hòa Garden), Phường 12, Quận Tân Bình, TP. HCM. Chế độ: BHXH, BHYT và các quyền lợi khác theo luật định. Bảo hiểm Sức khỏe (PVI) cho cá nhân và người thân. Thưởng Ngày sinh nhật, Lễ Tết, Thưởng Lương Tháng 13, Thưởng theo kết quả Kinh doanh của Công ty. 12 ngày Phép năm. Được tham gia các hoạt động văn hóa của công ty: Teambuilding, và các chương trình nội bộ nâng cao năng lực,....",,,"Tầng 5, Khối E, 20 Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh Xem bản đồ Chia sẻ công ty tới bạn bè Sao chép đường dẫn Chia sẻ qua mạng xã hội","Tầng 5, Khối E, 20 Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh",
Nhân Viên Giám Sát & Phân Tích Dữ Liệu (Monitoring & Data Officer),Nhân Viên Giám Sát & Phân Tích Dữ Liệu (Monitoring & Data Officer),https://www.topcv.vn/viec-lam/nhan-vien-giam-sat-phan-tich-du-lieu-monitoring-data-officer/1863574.html?ta_source=JobSearchList_LinkDetail&u_sr_id=P6Zi3k1on4la7LzJKAoJIqJnvqVSOffbE5DvZFFq_1757087864,Công Ty TNHH Bảo Hiểm Tasco,Công Ty TNHH Bảo Hiểm Tasco,https://www.topcv.vn/cong-ty/cong-ty-tnhh-bao-hiem-tasco/183801.html,https://www.topcv.vn/cong-ty/cong-ty-tnhh-bao-hiem-tasco/183801.html,Thoả thuận,Thoả thuận,Hồ Chí Minh,Hồ Chí Minh,1 năm,1 năm,05/10/2025,Chuyên môn Bồi thường bảo hiểm; Bảo hiểm,"- Hồ Chí Minh: 314 Lũy Bán Bích, Phường Hòa Thạnh, Tân Phú",Thời gian làm việc xoay 3 ca: + Ca sáng: 6h - 14h + Ca chiều: 14h - 22h + Ca hành chính: 8h - 17h (Nghỉ 6 ngày/tháng theo lịch làm việc không cố định là cuối tuần),"1. Giám sát và điều phối can thiệp - Theo dõi real-time tiến độ xử lý hồ sơ trên hệ thống. - Ghi nhận và báo cáo các trường hợp có nguy cơ vi phạm SLA. - Kiểm tra tuân thủ quy trình và tiêu chuẩn chất lượng. - Điều phối xử lý trong nội bộ Tổng đài 24/7. 2. Dữ liệu & Báo cáo - Thu thập, nhập liệu, và cập nhật dữ liệu vận hành. - Thực hiện các báo cáo định kỳ và đột xuất. - Phân tích dữ liệu cơ bản để phát hiện xu hướng hoặc bất thường.","- Tốt nghiệp cao đẳng/đại học trở lên, ưu tiên các ngành Kinh tế, Quản trị, CNTT hoặc liên quan. - Kinh nghiệm tối thiểu 1 năm trong giám sát vận hành, chăm sóc khách hàng, hoặc phân tích dữ liệu. - Thành thạo Excel. - Kỹ năng giao tiếp, phối hợp và xử lý tình huống tốt. - Tư duy phân tích, chú ý chi tiết.","- Được đào tạo về kỹ năng chăm sóc khách hàng và kiến thức về bảo hiểm - Các chế độ BHXH theo quy định của nhà nước - Các chế độ khác: Theo luật lao động, nội quy lao động và quy định tài chính của Công ty - Môi trường làm việc chuyên nghiệp, thân thiện. Teambuilding, các hoạt động truyền thông nội bộ, đào tạo nâng cao,… - Cơ hội gắn bó hoặc thăng tiến tại công ty",,,,,
Financial Planning & Analysis Executive (FP&A),Financial Planning & Analysis Executive (FP&A),https://www.topcv.vn/viec-lam/financial-planning-analysis-executive-fpa/1775463.html?ta_source=JobSearchList_LinkDetail&u_sr_id=P6Zi3k1on4la7LzJKAoJIqJnvqVSOffbE5DvZFFq_1757087864,Công ty Cổ phần Thế Giới Số (DIGIWORLD),Công ty Cổ phần Thế Giới Số (DIGIWORLD),https://www.topcv.vn/cong-ty/cong-ty-co-phan-the-gioi-so-digiworld/198824.html,https://www.topcv.vn/cong-ty/cong-ty-co-phan-the-gioi-so-digiworld/198824.html,Thoả thuận,Thoả thuận,Hồ Chí Minh,Hồ Chí Minh,1 năm,1 năm,31/10/2025,Chuyên môn Data Analyst; Tài chính; Kế toán; Kiểm toán; Nghỉ thứ 7,"- Hồ Chí Minh: Tầng 15, Etown Center, 11 Đoàn Văn Bơ, P13, Q4, Quận 4",Thứ 2 - Thứ 6 (từ 08:00 đến 17:30),"Digiworld là công ty cung cấp dịch vụ phát triển thị trường; phân phối chính thức tại Việt Nam. Hiện tại công ty có hệ thống phân phối với 16.000 đại lý trên toàn quốc với sự tin tưởng hợp tác của các hãng công nghệ hàng đầu Apple, Xiaomi, Dell, HP, Acer, Asus, Lenovo, Logitech, MSI, Huawei, Seagate... Theo dõi và phân tích chênh lệch, rủi ro giữa ngân sách (budget, chi phí – tài chính – vốn), kế hoạch (doanh thu – lợi nhuận – bán hàng – tồn kho) và thực tế (actual), đề xuất các biện pháp cải thiện. Thu thập, tổng hợp và phân tích dữ liệu doanh thu, chi phí, lợi nhuận định kỳ theo BU, Thương hiệu, Sản phẩm, Ngành hàng, Khách hàng. Phối hợp với các phòng ban để thu thập số liệu đầu vào phục vụ cho việc lập kế hoạch tài chính, kinh doanh và forecast. Kiểm soát chi phí/ rủi ro, phân tích hiệu quả và đề xuất các ý tưởng tối ưu chi phí. Đôn đốc các bộ phận trong việc thực hiện mục tiêu, kế hoạch, chính sách. Phối hợp với team Data Analyst để xây dựng các dashboard, báo cáo tự động hóa. Thực hiện các nhiệm vụ khác theo yêu cầu của cấp trên.","Tốt nghiệp Đại học chuyên ngành Tài chính, Kế toán, Phân tích kinh doanh, Kinh tế. (Nam) 1 năm kinh nghiệm (Sales – Business – Risk – Financial Control / Analyst / BI) Có kiến thức Tài chính. Biết Tiếng Anh (giao tiếp, đọc hiểu) Kỹ năng chuyên môn: Sử dụng thành thạo Excel, biết dùng Power BI / Tableau / SQL là một lợi thế. Có khả năng phân tích số liệu và đưa ra các giải pháp Kỹ năng quản lý ( Kỹ năng mềm ): Tư duy logic, phản biện. Giao tiếp tự tin, nhanh nhẹn, có khả năng ngoại giao, đối ngoại Cẩn thận, tỉ mỉ, khéo léo, ý thức mạnh mẽ về trách nhiệm. Khả năng làm việc dưới áp lực cao, đam mê làm việc với số liệu. Tương tác với các bộ phận thường xuyên, chủ động.","Thu nhập và đãi ngộ cạnh tranh theo năng lực Phụ cấp ăn trưa 35.000 VNĐ/ngày, Phụ cấp khác (...) Thưởng tháng 13, Thưởng thành tích cá nhân (KPI) Thưởng Lễ/Tết, sinh nhật, các chế độ hiếu hỉ theo quy định; Điều chỉnh lương định kỳ hằng năm Các chính sách BHXH, BHYT, BHTN theo quy định Khu vực làm việc hiện tại và tiện nghi, được trang bị đầy đủ công cụ phục vụ công việc Khám sức khỏe định kỳ, chính sách du lịch năm, kickoff quý Đội ngũ nhân sự nhiều kinh nghiệm, năng động và đề cao phát triển bản thân. Các lớp đào tạo kỹ năng/kiến thức chung và chuyên môn công việc Môi trường chuyên nghiệp, đào tạo bài bản và lộ trình phát triển rõ ràng",,,"Top 01 Công ty kinh doanh hiệu quả do Nhịp cầu đầu tư bình chọn. Top 50 thương hiệu Việt Nam giá trị nhất do Brand Finance (Anh) bình chọn. Top 50 Công ty niêm yết tốt nhất Việt Nam (Forbes bình chọn) Top 100 Doanh nghiệp phát triển bền vững tại Việt Nam (CSI100) Digiworld tiếp tục mở rộng hoạt động sang hai ngành hàng đầy tiềm năng là Chăm sóc sức khỏe (Healthcare), tiêu dùng nhanh (FMCG) và thiết bị gia dụng (Home Appliances) Digiworld mang đến cho các thương hiệu giải pháp trọn gói và linh hoạt để nhanh chóng thâm nhập và mở rộng thị trường Việt Nam thông qua 6 dịch vụ giá trị gia tăng: Phân tích thị trường – Marketing – Bán hàng – Hậu cần – Hậu mãi – TMĐT D2C và Quản lý chuỗi cửa hàng. Xem thêm Thu gọn Tuyển dụng Tất cả tỉnh/thành phố Hà Nội Hồ Chí Minh Bình Dương Bắc Ninh Đồng Nai Hưng Yên Hải Dương Đà Nẵng Hải Phòng An Giang Bà Rịa-Vũng Tàu Bắc Giang Bắc Kạn Bạc Liêu Bến Tre Bình Định Bình Phước Bình Thuận Cà Mau Cần Thơ Cao Bằng Cửu Long Đắk Lắk Đắc Nông Điện Biên Đồng Tháp Gia Lai Hà Giang Hà Nam Hà Tĩnh Hậu Giang Hoà Bình Khánh Hoà Kiên Giang Kon Tum Lai Châu Lâm Đồng Lạng Sơn Lào Cai Long An Miền Bắc Miền Nam Miền Trung Nam Định Nghệ An Ninh Bình Ninh Thuận Phú Thọ Phú Yên Quảng Bình Quảng Nam Quảng Ngãi Quảng Ninh Quảng Trị Sóc Trăng Sơn La Tây Ninh Thái Bình Thái Nguyên Thanh Hoá Thừa Thiên Huế Tiền Giang Toàn Quốc Trà Vinh Tuyên Quang Vĩnh Long Vĩnh Phúc Yên Bái Nước Ngoài Đức Nhật Bản Tìm kiếm 1 /12 trang Xem tất cả việc làm với từ khóa “ ” Thương hiệu lớn tiêu biểu cùng lĩnh vực Pro Company Những thương hiệu tuyển dụng đã khẳng định được vị thế trên thị trường. CÔNG TY TNHH ROHTO-MENTHOLATUM (VIỆT NAM) Dược phẩm / Y tế / Công nghệ sinh học CÔNG TY CỔ PHẦN VĨNH HOÀN Nông Lâm Ngư nghiệp CHI NHÁNH CÔNG TRÌNH VIETTEL PHÚ YÊN - TỔNG CÔNG TY CỔ PHẦN CÔNG TRÌNH VIETTEL IT - Phần mềm CÔNG TY TNHH MAY THÊU GIÀY AN PHƯỚC Bán lẻ - Hàng tiêu dùng - FMCG Chi nhánh Công trình Viettel Phú Thọ - Tổng Công ty CP Công trình Viettel Viễn thông Công ty cổ phần đầu tư và công nghệ HVC Thiết kế / kiến trúc Công ty Cổ phần Công nghệ mạng và Truyền thông IT - Phần cứng Siêu thị điện máy Pico Bán lẻ - Hàng tiêu dùng - FMCG Hệ thống Bán lẻ Viettel store - Công ty TM & XNK Viettel Viễn thông CÔNG TY TNHH TRUYỀN THÔNG BEE Marketing / Truyền thông / Quảng cáo Tìm hiểu thêm về TopCV Pro Việc làm “ ” từ các công ty tương tự Thông tin liên hệ Địa chỉ công ty Tầng 15, Tòa nhà Etown Central, số 11 Đoàn Văn Bơ, Phường 13, Quận 4, Thành Phố Hồ Chí Minh, Việt Nam Xem bản đồ Chia sẻ công ty tới bạn bè Sao chép đường dẫn Chia sẻ qua mạng xã hội",,
Chuyên Viên Phân Tích Dữ Liệu - Ngành Tài Chính,Chuyên Viên Phân Tích Dữ Liệu - Ngành Tài Chính,https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-du-lieu-nganh-tai-chinh/1631270.html?ta_source=JobSearchList_LinkDetail&u_sr_id=P6Zi3k1on4la7LzJKAoJIqJnvqVSOffbE5DvZFFq_1757087864,GALAXY DEBT TRADING COMPANY LIMITED,GALAXY DEBT TRADING COMPANY LIMITED,https://www.topcv.vn/cong-ty/galaxy-debt-trading-company-limited/177839.html,https://www.topcv.vn/cong-ty/galaxy-debt-trading-company-limited/177839.html,18 - 25 triệu,18 - 25 triệu,Hồ Chí Minh,Hồ Chí Minh,2 năm,2 năm,04/10/2025,Chuyên môn Data Analyst; IT - Phần mềm; Ngân hàng; Tài chính; Tuổi 25 - 35,"- Hồ Chí Minh: 20 Cộng Hòa, phường 12, Tân Bình","Thứ 2 - Thứ 6 (từ 09:00 đến 18:00); Thời gian làm việc: 9h00 - 18h00 (Nghỉ cố định Thứ 7, Chủ Nhật)","Quản lý hệ thống cơ sở dữ liệu – DWH phục vụ công tác phân tích, lập báo cáo hiệu quả hoạt động, nghiệp vụ theo phân công chỉ định. Tổ chức, phân tích dữ liệu liên quan đến số lượng nhân sự, phân nhóm nghiệp vụ, kết quả số thu performance, productivity hàng tháng, quý, so với benchmark. Tham gia phát triển dự án nhằm tiến hành lập báo cáo dashboard trực quan, phù hợp thực tiễn, & trọng tâm nhằm định hướng hiệu quả dự án theo từng giai đoạn. Tổng hợp, báo cáo, phân tích đánh giá, kết quả làm việc nhân viên, nhóm, bộ phận, Vùng hàng tháng. Xây dựng auto report/dashboard/funnel phù hợp chiến lược kinh doanh Khối Kinh doanh, & Công ty theo từng thời kỳ. Phân tích, đánh giá xây dựng mô hình dự thu, hiệu quả kinh doanh theo từng thời kỳ, nhóm nhân viên, dựa trên benchmark. Cải thiện hệ thống báo cáo, report, funnel để có đủ công cụ đo lường, kiểm soát chất lượng & hiệu quả hoạt động của nhân viên nghiệp vụ. Tham vấn trong quá trình xây dựng chính sách thưởng, contest, và thực hiện tính toán kết quả làm cơ sở phê duyệt thanh toán, chi trả theo qui định. Đảm bảo tính bảo mật dữ liệu thông tin, kết quả báo cáo theo qui định tuân thủ của Công ty trong từng thời kỳ.","Tốt nghiệp Đại học chuyên ngành Khoa học dữ liệu, Thống kê, Toán ứng dụng, CNTT hoặc các ngành liên quan. Có từ 2 năm kinh nghiệm làm việc trong lĩnh vực Phân tích dữ liệu, Ngân hàng - Tài chính hoặc các vị trí liên quan. Thành thạo SQL (PostgreSQL, Oracle hoặc tương tự) Python: tự động hóa công việc, xây dựng mô hình dự báo, xử lý dữ liệu,... Ms Office: Thiết kế báo cáo, trực quan hóa dữ liệu Slide thuyết trình","Mức lương: Thu nhập từ 18M - 25M. Thời gian làm việc: Thứ 2 - Thứ 6 (9h - 18h). Địa điểm làm việc: Tại Hội Sở GalaxyDT - 20 Cộng Hòa (Cộng Hòa Garden), Phường 12, Quận Tân Bình, TP. HCM. Chế độ: BHXH, BHYT và các quyền lợi khác theo luật định. Bảo hiểm Sức khỏe (PVI) cho cá nhân và người thân. Thưởng Ngày sinh nhật, Lễ Tết, Thưởng Lương Tháng 13, Thưởng theo kết quả Kinh doanh của Công ty. 12 ngày Phép năm. Được tham gia các hoạt động văn hóa của công ty: Teambuilding, và các chương trình nội bộ nâng cao năng lực,….",,,"Tầng 5, Khối E, 20 Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh Xem bản đồ Chia sẻ công ty tới bạn bè Sao chép đường dẫn Chia sẻ qua mạng xã hội","Tầng 5, Khối E, 20 Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh",
Thực Tập Sinh ERP - Data Analyst,Thực Tập Sinh ERP - Data Analyst,https://www.topcv.vn/viec-lam/thuc-tap-sinh-erp-data-analyst/1856534.html?ta_source=JobSearchList_LinkDetail&u_sr_id=P6Zi3k1on4la7LzJKAoJIqJnvqVSOffbE5DvZFFq_1757087864,CÔNG TY CỔ PHẦN BÁCH LIÊN,CÔNG TY CỔ PHẦN BÁCH LIÊN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-bach-lien/144708.html,https://www.topcv.vn/cong-ty/cong-ty-co-phan-bach-lien/144708.html,Thoả thuận,Thoả thuận,Hà Nội,Hà Nội,Không yêu cầu,Không yêu cầu,11/10/2025,Chuyên môn Data Analyst; IT - Phần mềm; Bưu chính; An ninh mạng; Tuổi 19 - 25,"- Hà Nội: Số 10 Chương Dương Độ, Hoàn Kiếm",Thứ 2 - Thứ 6 (từ 08:00 đến 17:15); Thứ 7 (từ 08:00 đến 12:00),"Nhiệm vụ chính: Chuẩn hóa dữ liệu cho hệ thống quản trị doanh nghiệp (ERP). Hỗ trợ nhập liệu sản phẩm, khách hàng, nhà cung cấp vào hệ thống ERP. Kiểm tra, đối chiếu, làm sạch dữ liệu để đảm bảo tính chính xác và nhất quán. Hỗ trợ các công việc thuộc chuyên môn của phòng công nghệ Hỗ trợ trích xuất dữ liệu phục vụ báo cáo quản trị và phân tích. Phối hợp với bộ phận IT và các phòng ban để xử lý các yêu cầu liên quan đến dữ liệu.","Yêu cầu ứng viên: sinh viên năm 3, 4 hoặc mới ra trường Ngành CNTT, quản trị hệ thống, An ninh mạng. Có khả năng làm việc độc lập và làm việc nhóm hiệu quả. Chủ động, sáng tạo, ham học hỏi và có tinh thần cầu tiến.","Hỗ trợ dấu mộc thực tập sau 2 tháng thực tập. Cung cấp bữa trưa tại công ty (đối với trường hợp làm cả ngày). Có hỗ trợ lương thực tập Môi trường làm việc năng động, trẻ trung và thân thiện, đã trang bị đủ trang thiết bị làm việc (không dùng đến thiết bị cá nhân). Cơ hội được đào tạo kiến thức về Odoo, công cụ phân tích và phát triển chuyên môn, kỹ năng làm việc với ERP, quản trị công việc, lập kế hoạch công việc cá nhân. Cơ hội học hỏi từ sếp và đồng nghiệp thân thiện, vui vẻ, sẵn sàng hướng dẫn. Cơ hội phát triển nghề nghiệp, nếu làm tốt, sẽ được ưu tiên cơ hội làm việc chính thức tại công ty.",,,,"Tầng 4 tòa A số 10 Chương Dương Độ, P. Chương Dương, Q.Hoàn Kiếm, TP Hà Nội",
